,siguCd,siguNm,dongCd,dongNm,orgAreaNm,gb,ph,td,jy,ec,tp,sopCheck
589,170,동구,610,좌천1동,좌천1동,블록,7.22,0.05,0.15,-,-,정상
590,170,동구,600,수정5동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
591,170,동구,600,수정5동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
592,170,동구,600,수정5동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
593,170,동구,600,수정5동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
594,170,동구,600,수정5동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
595,170,동구,600,수정5동,수정5동,블록,7.22,0.09,0.41,231.62,27.60,정상
596,170,동구,590,수정4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
597,170,동구,590,수정4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
598,170,동구,590,수정4동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
599,170,동구,580,수정3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
600,170,동구,580,수정3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
601,170,동구,580,수정3동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
602,170,동구,580,수정3동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
603,170,동구,570,수정2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
604,170,동구,570,수정2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
605,170,동구,570,수정2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
606,170,동구,570,수정2동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
607,170,동구,570,수정2동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
608,170,동구,570,수정2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
609,170,동구,570,수정2동,수정1배수지,배수지,7.31,0.08,0.34,301.02,29.80,정상
610,170,동구,570,수정2동,수정2동,블록,7.22,0.05,0.15,-,-,정상
611,170,동구,560,수정1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
612,170,동구,560,수정1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
613,170,동구,560,수정1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
614,170,동구,560,수정1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
615,170,동구,560,수정1동,수정1동,블록,7.17,0.08,0.59,280.99,30.16,정상
616,170,동구,550,초량6동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
617,170,동구,550,초량6동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
618,170,동구,550,초량6동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
619,170,동구,530,초량3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
620,170,동구,530,초량3동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
621,170,동구,530,초량3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
622,170,동구,530,초량3동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
623,170,동구,530,초량3동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
624,170,동구,530,초량3동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
625,170,동구,530,초량3동,초량3동,블록,7.17,0.08,0.59,280.99,30.16,정상
626,170,동구,520,초량2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
627,170,동구,520,초량2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
628,170,동구,520,초량2동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
629,170,동구,520,초량2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
630,170,동구,510,초량1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
631,170,동구,510,초량1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
632,170,동구,510,초량1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
633,170,동구,510,초량1동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
634,170,동구,510,초량1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
635,140,서구,680,암남동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
636,140,서구,680,암남동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
637,140,서구,680,암남동,남부민배수지,배수지,7.23,0.06,0.43,338.19,28.59,정상
638,140,서구,680,암남동,감천배수지,배수지,7.03,0.08,0.28,299.00,28.96,정상
639,140,서구,670,남부민3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
640,140,서구,670,남부민3동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
641,140,서구,670,남부민3동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
642,140,서구,670,남부민3동,남부민배수지,배수지,7.23,0.06,0.43,338.19,28.59,정상
643,140,서구,660,남부민2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
644,140,서구,660,남부민2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
645,140,서구,660,남부민2동,남부민배수지,배수지,7.23,0.06,0.43,338.19,28.59,정상
646,140,서구,660,남부민2동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
647,140,서구,660,남부민2동,남부민2동,블록,7.00,0.10,0.41,-,-,정상
648,140,서구,650,남부민1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
649,140,서구,650,남부민1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
650,140,서구,650,남부민1동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
651,140,서구,650,남부민1동,남부민배수지,배수지,7.23,0.06,0.43,338.19,28.59,정상
652,140,서구,650,남부민1동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
653,140,서구,650,남부민1동,남부민1동,블록,7.26,0.10,0.43,256.57,28.50,정상
654,140,서구,640,충무동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
655,140,서구,640,충무동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
656,140,서구,640,충무동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
657,140,서구,630,초장동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
658,140,서구,630,초장동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
659,140,서구,630,초장동,남부민배수지,배수지,7.23,0.06,0.43,338.19,28.59,정상
660,140,서구,630,초장동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
661,140,서구,630,초장동,초장동,블록,7.26,0.10,0.43,256.57,28.50,정상
662,140,서구,615,아미동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
663,140,서구,615,아미동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
664,140,서구,615,아미동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
665,140,서구,615,아미동,아미배수지,배수지,7.44,0.15,0.45,337.61,29.76,정상
666,140,서구,615,아미동,대티2배수지,배수지,7.19,0.19,0.51,279.77,28.19,정상
667,140,서구,615,아미동,아미동,블록,7.55,0.08,0.30,308.10,28.50,정상
668,140,서구,590,부민동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
669,140,서구,590,부민동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
670,140,서구,590,부민동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
671,140,서구,570,서대신4동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
672,140,서구,570,서대신4동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
673,140,서구,570,서대신4동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
674,140,서구,570,서대신4동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
675,140,서구,570,서대신4동,구덕배수지,배수지,7.80,0.07,0.36,-,31.02,정상
676,140,서구,570,서대신4동,대티2배수지,배수지,7.19,0.19,0.51,279.77,28.19,정상
677,140,서구,570,서대신4동,꽃마을배수지,배수지,7.93,0.07,0.01,282.55,27.00,정상
678,140,서구,570,서대신4동,서대신4동,블록,7.60,0.10,0.22,337.90,29.30,정상
679,140,서구,560,서대신3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
680,140,서구,560,서대신3동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
681,140,서구,560,서대신3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
682,140,서구,560,서대신3동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
683,140,서구,560,서대신3동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
684,140,서구,560,서대신3동,대티2배수지,배수지,7.19,0.19,0.51,279.77,28.19,정상
685,140,서구,560,서대신3동,서대신3동,블록,7.15,0.09,0.22,241.56,29.30,정상
686,140,서구,540,서대신1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
687,140,서구,540,서대신1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
688,140,서구,540,서대신1동,대티배수지,배수지,7.31,0.09,0.40,333.75,30.72,정상
689,140,서구,540,서대신1동,대티2배수지,배수지,7.19,0.19,0.51,279.77,28.19,정상
690,140,서구,530,동대신3동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
691,140,서구,530,동대신3동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
692,140,서구,530,동대신3동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
693,140,서구,530,동대신3동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
694,140,서구,530,동대신3동,구덕배수지,배수지,7.80,0.07,0.36,-,31.02,정상
695,140,서구,530,동대신3동,동대신3동,블록,7.15,0.36,0.60,-,-,정상
696,140,서구,520,동대신2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
697,140,서구,520,동대신2동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
698,140,서구,520,동대신2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
699,140,서구,520,동대신2동,구덕배수지,배수지,7.80,0.07,0.36,-,31.02,정상
700,140,서구,520,동대신2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
701,140,서구,520,동대신2동,동대신2동,블록,7.15,0.36,0.60,-,-,정상
702,140,서구,510,동대신1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
703,140,서구,510,동대신1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
704,140,서구,510,동대신1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
705,140,서구,510,동대신1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
706,110,중구,600,영주2동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
707,110,중구,600,영주2동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
708,110,중구,600,영주2동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
709,110,중구,590,영주1동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
710,110,중구,590,영주1동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
711,110,중구,590,영주1동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
712,110,중구,590,영주1동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
713,110,중구,590,영주1동,개금1배수지,배수지,7.22,0.10,0.50,224.96,30.45,정상
714,110,중구,590,영주1동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
715,110,중구,580,남포동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
716,110,중구,580,남포동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
717,110,중구,580,남포동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
718,110,중구,570,광복동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
719,110,중구,570,광복동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
720,110,중구,570,광복동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
721,110,중구,570,광복동,광복동,블록,6.99,0.11,0.57,-,-,정상
722,110,중구,560,부평동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
723,110,중구,560,부평동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
724,110,중구,560,부평동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
725,110,중구,545,보수동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
726,110,중구,545,보수동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
727,110,중구,545,보수동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
728,110,중구,545,보수동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
729,110,중구,545,보수동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
730,110,중구,530,대청동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
731,110,중구,530,대청동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
732,110,중구,530,대청동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
733,110,중구,530,대청동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
734,110,중구,530,대청동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
735,110,중구,530,대청동,대청동,블록,7.28,0.11,0.57,370.00,29.60,정상
736,110,중구,520,동광동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
737,110,중구,520,동광동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
738,110,중구,520,동광동,사상가압장(신설),가압장,7.14,0.08,0.74,250.31,28.65,정상
739,110,중구,520,동광동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
740,110,중구,520,동광동,수정산터널배수지,배수지,7.19,0.14,0.47,-,-,정상
741,110,중구,510,중앙동,덕산정수장,정수장,6.70,0.10,1.10,-,-,정상
742,110,중구,510,중앙동,사상가압장(기설),가압장,7.11,0.08,0.74,291.15,27.15,정상
743,110,중구,510,중앙동,복병산배수지,배수지,6.82,0.08,0.35,293.84,30.50,정상
744,110,중구,510,중앙동,영주배수지,배수지,7.27,0.09,0.36,242.60,28.74,정상
